time,min,max,prec
-592304400,7.9,16.7,0.0
-592218000,6.3,11.2,52.0
-592131600,5.5,14.4,6.4
-592045200,5.0,13.1,0.5
-591958800,2.4,14.0,0.0
-591872400,10.7,18.4,0.0
-591786000,10.9,16.1,4.4
-591699600,7.4,11.0,33.0
-591613200,8.1,11.0,10.1
-591526800,6.0,17.2,0.0
-591440400,8.7,15.3,5.8
-591354000,9.5,17.3,42.0
-591267600,12.4,19.0,0.0
-591181200,9.8,23.3,0.0
-591094800,7.1,17.6,0.0
-591008400,6.9,13.4,21.4
-590922000,7.5,16.2,25.8
-590835600,5.6,19.3,0.0
-590749200,5.8,15.8,0.0
-590662800,9.0,18.0,0.0
-590576400,7.2,20.0,0.0
-590490000,8.9,16.4,7.4
-590403600,7.1,17.9,0.0
-590317200,7.4,15.6,5.5
-590230800,11.9,20.1,8.8
-590144400,10.8,20.2,1.6
-590058000,9.9,20.4,0.0
-589971600,10.7,18.8,3.9
-589885200,7.6,18.9,0.0
-589798800,5.2,18.0,0.0
-589712400,6.5,20.5,0.0
-589626000,7.4,21.4,0.0
-589539600,14.5,23.2,0.1
-589453200,17.0,26.4,6.9
-589366800,12.3,23.4,0.4
-589280400,9.8,19.9,0.0
-589194000,12.0,23.6,0.0
-589107600,10.1,24.7,0.0
-589021200,10.3,27.1,0.0
-588934800,15.6,25.4,0.0
-588848400,11.1,20.3,0.0
-588762000,9.9,22.0,0.0
-588675600,14.5,17.3,45.0
-588589200,13.5,24.5,5.5
-588502800,13.3,23.3,0.0
-588416400,11.7,23.5,0.0
-588330000,13.5,25.2,0.0
-588243600,11.9,26.6,0.0
-588157200,16.2,22.9,0.0
-588070800,16.2,20.0,8.2
-587984400,15.4,21.0,3.0
-587898000,14.0,18.3,1.4
-587811600,13.6,17.1,1.6
-587725200,11.8,20.3,0.0
-587638800,12.2,21.8,0.6
-587552400,10.9,21.3,0.0
-587466000,12.6,21.3,0.0
-587379600,15.0,25.0,5.0
-587293200,13.7,28.0,0.0
-587206800,15.6,29.2,0.0
-587120400,18.5,25.6,0.0
-587034000,17.5,23.4,9.3
-586947600,17.1,25.0,0.1
-586861200,17.4,27.7,0.0
-586774800,15.3,27.4,0.0
-586688400,20.2,22.9,6.7
-586602000,18.1,25.4,1.2
-586515600,16.2,30.0,0.0
-586429200,17.4,30.3,0.0
-586342800,17.7,26.5,0.0
-586256400,18.8,25.2,0.8
-586170000,16.3,27.7,0.0
-586083600,17.4,24.6,0.2
-585997200,17.1,23.7,1.5
-585910800,16.6,21.4,2.7
-585824400,17.2,25.1,1.1
-585738000,16.7,25.5,0.0
-585651600,13.4,19.5,6.9
-585565200,12.1,24.2,0.0
-585478800,17.9,26.5,0.0
-585392400,15.8,21.3,53.0
-585306000,15.8,19.1,46.5
-585219600,18.2,27.6,0.0
-585133200,19.6,29.7,0.0
-585046800,16.7,26.9,0.0
-584960400,18.6,29.8,0.2
-584874000,20.3,27.2,0.0
-584787600,17.4,28.0,9.9
-584701200,16.9,27.1,4.0
-584614800,16.6,25.5,1.6
-584528400,16.6,23.8,10.8
-584442000,16.2,26.7,0.6
-584355600,16.5,27.9,0.0
-584269200,19.4,24.8,0.4
-584182800,22.0,28.5,0.1
-584096400,20.6,27.0,2.8
-584010000,20.4,26.4,2.9
-583923600,17.1,26.7,22.8
-583837200,16.3,19.5,0.0
-583750800,16.1,25.1,1.1
-583664400,18.7,21.0,33.0
-583578000,18.4,23.7,0.0
-583491600,18.4,27.4,0.0
-583405200,20.8,24.9,3.9
-583318800,18.7,31.6,0.2
-583232400,21.5,29.0,0.0
-583146000,24.0,32.3,0.0
-583059600,21.0,25.0,16.0
-582973200,22.9,30.9,0.0
-582886800,19.4,22.9,20.6
-582800400,17.4,19.8,31.3
-582714000,18.2,26.9,17.7
-582627600,21.1,24.4,7.8
-582541200,21.4,28.8,0.0
-582454800,21.4,31.3,0.0
-582368400,22.5,29.5,0.0
-582282000,22.8,30.8,0.0
-582195600,24.2,31.0,0.0
-582109200,23.3,30.6,0.0
-582022800,22.6,30.6,0.0
-581936400,23.5,30.9,0.1
-581850000,23.6,32.2,0.0
-581763600,24.5,33.3,0.0
-581677200,24.8,33.2,0.0
-581590800,24.6,34.8,0.0
-581504400,25.3,34.4,0.0
-581418000,23.0,29.7,0.0
-581331600,21.8,29.6,0.0
-581245200,21.5,27.8,0.0
-581158800,20.1,30.1,0.0
-581072400,21.6,30.8,0.0
-580986000,24.0,31.7,0.0
-580899600,24.6,32.0,0.0
-580813200,24.4,34.5,0.0
-580726800,24.1,33.1,0.0
-580640400,24.5,34.2,0.0
-580554000,24.9,36.4,0.9
-580467600,22.3,34.5,25.7
-580381200,21.8,33.4,0.0
-580294800,24.3,32.7,0.0
-580208400,24.2,33.0,0.0
-580122000,24.0,31.9,0.0
-580035600,24.2,32.5,0.0
-579949200,25.0,32.9,0.0
-579862800,24.3,32.9,0.0
-579776400,25.5,32.1,0.0
-579690000,25.4,32.9,0.0
-579603600,22.1,29.5,103.5
-579517200,22.0,27.3,29.1
-579430800,24.3,29.0,20.7
-579344400,26.0,30.8,3.7
-579258000,24.8,33.3,0.0
-579171600,24.8,33.4,30.7
-579085200,25.1,32.4,0.0
-578998800,25.4,31.6,0.0
-578912400,21.8,31.6,0.0
-578826000,20.2,23.6,6.3
-578739600,21.0,26.7,0.0
-578653200,22.5,30.4,0.2
-578566800,21.5,29.8,0.0
-578480400,18.6,30.3,0.0
-578394000,19.5,27.4,2.1
-578307600,20.5,24.7,0.5
-578221200,20.1,29.6,0.3
-578134800,19.6,27.0,0.0
-578048400,19.7,27.4,0.0
-577962000,19.5,23.4,28.9
-577875600,18.4,27.2,0.0
-577789200,19.5,22.6,1.1
-577702800,19.5,26.4,0.0
-577616400,17.8,20.6,7.8
-577530000,16.0,25.8,0.0
-577443600,17.5,21.2,35.3
-577357200,18.7,24.0,0.5
-577270800,19.8,26.3,0.0
-577184400,19.5,25.4,5.7
-577098000,17.1,20.7,43.6
-577011600,16.6,25.0,0.0
-576925200,11.9,24.5,0.0
-576838800,14.9,22.1,8.0
-576752400,16.1,27.9,0.0
-576666000,14.6,24.1,0.7
-576579600,15.6,17.8,28.8
-576493200,14.2,16.8,33.5
-576406800,13.3,20.8,8.6
-576320400,11.1,22.3,0.0
-576234000,13.8,22.7,0.0
-576147600,15.6,25.4,12.2
-576061200,17.4,25.3,0.2
-575974800,17.0,23.7,0.0
-575888400,16.1,23.1,0.6
-575802000,14.6,20.1,10.4
-575715600,15.1,20.6,12.4
-575629200,12.2,23.8,5.9
-575542800,9.5,22.4,0.0
-575456400,12.3,21.2,0.5
-575370000,15.5,20.3,8.6
-575283600,15.2,27.0,0.0
-575197200,16.6,26.7,0.0
-575110800,17.3,25.2,0.0
-575024400,16.7,23.8,0.1
-574938000,15.3,17.5,31.7
-574851600,14.6,27.2,9.9
-574765200,15.2,26.5,0.0
-574678800,14.2,25.5,0.0
-574592400,14.8,25.7,0.0
-574506000,14.1,26.0,0.0
-574419600,14.6,25.4,0.9
-574333200,14.2,16.6,9.6
-574246800,12.3,19.9,0.0
-574160400,10.7,13.4,36.4
-574074000,10.9,20.0,1.7
-573987600,14.8,20.4,0.0
-573901200,13.6,21.3,0.0
-573814800,11.8,20.5,0.0
-573728400,11.7,14.9,15.3
-573642000,11.6,13.8,22.0
-573555600,12.9,15.7,3.9
-573469200,8.6,19.4,0.0
-573382800,6.5,19.7,0.0
-573296400,12.7,14.2,28.4
-573210000,11.9,21.8,2.5
-573123600,12.4,23.5,0.0
-573037200,9.2,17.6,0.0
-572950800,6.2,12.6,2.3
-572864400,9.7,18.8,0.1
-572778000,9.1,21.2,0.0
-572691600,7.2,17.5,0.0
-572605200,5.6,15.8,0.0
-572518800,4.7,17.5,0.0
-572432400,9.2,12.5,5.9
-572346000,9.4,15.7,0.0
-572259600,6.9,17.9,0.0
-572173200,5.3,14.6,0.0
-572086800,10.1,23.4,12.5
-572000400,8.9,18.1,1.3
-571914000,6.0,15.4,0.0
-571827600,3.9,12.2,0.0
-571741200,7.6,14.9,0.0
-571654800,4.4,17.7,0.0
-571568400,4.0,16.6,0.0
-571482000,4.6,20.3,4.3
-571395600,10.2,18.0,11.0
-571309200,8.7,18.0,0.1
-571222800,4.1,17.0,0.0
-571136400,1.8,12.2,0.0
-571050000,2.0,10.3,0.0
-570963600,-0.7,15.5,0.0
-570877200,1.7,14.5,0.0
-570790800,2.3,13.8,0.0
-570704400,3.9,13.4,0.0
-570618000,1.3,15.4,0.0
-570531600,2.4,8.7,0.0
-570445200,-0.2,13.2,0.0
-570358800,1.6,15.1,0.0
-570272400,0.8,10.5,1.7
-570186000,3.4,18.9,0.0
-570099600,3.1,13.1,0.0
-570013200,1.7,15.9,0.0
-569926800,3.4,14.6,0.0
-569840400,2.0,13.4,2.2
-569754000,6.8,16.3,4.3
-569667600,4.8,12.5,0.0
-569581200,0.4,12.4,0.0
-569494800,-1.2,9.4,0.2
-569408400,-1.3,13.4,0.0
-569322000,0.6,14.2,0.0
-569235600,0.2,16.1,0.0
-569149200,1.4,15.3,0.0
-569062800,0.0,16.9,0.0
-568976400,2.1,10.5,0.0
-568890000,6.0,15.7,2.1
-568803600,4.6,14.0,0.0
-568717200,1.4,11.0,0.0
-568630800,5.4,15.2,15.5
-568544400,5.8,14.2,0.0
-568458000,3.4,12.7,0.0
-568371600,0.1,9.7,0.0
-568285200,1.2,8.0,0.0
-568198800,2.3,12.5,15.8
-568112400,5.5,17.7,0.0
-568026000,4.3,9.8,5.2
-567939600,0.8,6.3,20.1
-567853200,0.1,9.5,0.0
-567766800,0.6,14.3,0.0
-567680400,0.6,5.6,33.1
-567594000,0.0,9.5,0.0
-567507600,-1.7,8.2,0.0
-567421200,0.0,8.6,0.0
-567334800,-1.8,6.1,0.0
-567248400,0.5,9.3,15.6
-567162000,-0.8,5.4,0.0
-567075600,-3.3,6.6,0.0
-566989200,0.1,4.0,17.6
-566902800,0.5,11.8,0.0
-566816400,-2.0,12.9,0.0
-566730000,-1.8,11.6,0.0
-566643600,-1.0,7.4,0.0
-566557200,-1.3,8.5,0.0
-566470800,-3.5,12.2,0.0
-566384400,-2.1,13.9,0.0
-566298000,1.1,12.1,0.0
-566211600,-0.9,12.3,0.0
-566125200,-0.5,7.4,0.7
-566038800,0.9,12.2,0.0
-565952400,-0.3,7.4,0.0
-565866000,-0.8,10.4,0.0
-565779600,-0.2,10.1,0.1
-565693200,-1.0,9.3,2.2
-565606800,1.9,14.5,0.0
-565520400,2.4,6.3,4.3
-565434000,-0.2,2.9,10.2
-565347600,-0.1,11.4,0.0
-565261200,0.2,4.6,0.0
-565174800,-2.2,2.3,0.8
-565088400,-3.8,4.9,0.0
-565002000,-4.6,6.8,0.0
-564915600,-2.3,2.2,9.3
-564829200,-0.6,8.8,3.3
-564742800,1.2,8.4,0.7
-564656400,-1.6,11.0,0.0
-564570000,-1.0,9.6,0.0
-564483600,-2.1,8.7,0.0
-564397200,2.5,12.5,0.0
-564310800,3.0,6.9,0.0
-564224400,0.6,3.0,8.4
-564138000,0.6,2.5,8.8
-564051600,0.8,2.2,0.2
-563965200,0.8,3.5,0.0
-563878800,-0.8,1.1,6.0
-563792400,-4.8,8.5,0.0
-563706000,-3.2,9.5,0.0
-563619600,-1.5,7.8,0.0
-563533200,-1.2,11.1,0.0
-563446800,-0.2,8.4,0.0
-563360400,0.2,3.8,1.7
-563274000,-0.8,6.4,16.2
-563187600,-1.3,12.2,0.0
-563101200,4.2,11.2,0.0
-563014800,0.5,6.2,14.3
-562928400,0.4,6.8,0.0
-562842000,0.1,13.9,0.0
-562755600,4.0,14.3,0.0
-562669200,1.5,7.2,0.0
-562582800,1.0,6.8,0.1
-562496400,1.5,4.9,6.4
-562410000,0.5,4.7,13.4
-562323600,0.4,3.8,16.1
-562237200,1.4,10.7,0.0
-562150800,1.3,6.1,16.2
-562064400,2.1,8.5,0.4
-561978000,-0.5,11.7,0.0
-561891600,0.2,11.8,0.0
-561805200,2.4,8.3,42.5
-561718800,6.8,17.1,0.0
-561632400,6.1,18.4,0.5
-561546000,4.6,14.4,0.0
-561459600,6.2,11.6,0.2
-561373200,9.2,17.5,40.4
-561286800,4.4,12.1,0.0
-561200400,3.2,13.0,0.0
-561114000,4.2,14.5,0.0
-561027600,5.0,19.2,15.6
-560941200,2.5,13.7,0.2
-560854800,2.4,14.2,0.0
-560768400,5.6,17.0,0.0
-560682000,5.6,13.6,3.1
-560595600,7.4,18.1,0.1
-560509200,7.9,10.4,1.1
-560422800,7.7,17.1,0.0
-560336400,8.2,14.7,64.9
-560250000,3.0,8.2,14.9
-560163600,2.6,13.3,0.2
-560077200,0.3,13.6,0.0
-559990800,2.6,16.5,0.0
-559904400,7.8,19.6,0.0
-559818000,6.9,21.4,0.0
-559731600,8.3,23.2,0.0
-559645200,14.6,22.5,0.0
-559558800,14.0,16.1,48.7
-559472400,12.2,27.0,0.0
-559386000,13.8,17.9,0.0
-559299600,12.5,19.4,0.0
-559213200,16.5,22.2,1.7
-559126800,6.7,17.2,12.3
-559040400,7.0,10.3,15.8
-558954000,9.1,18.9,0.2
-558867600,7.7,24.3,0.0
-558781200,10.2,22.6,10.6
-558694800,8.2,18.4,0.0
-558608400,12.1,24.9,0.0
-558522000,10.0,15.9,12.3
-558435600,11.1,19.6,0.0
-558349200,9.1,15.5,0.4
-558262800,8.5,10.8,10.2
-558176400,6.6,10.0,48.9
-558090000,5.8,15.5,22.9
-558003600,7.7,19.3,0.4
-557917200,6.6,18.7,0.0
-557830800,14.8,20.4,0.1
-557744400,14.4,24.5,3.2
-557658000,13.3,22.9,0.0
-557571600,9.7,22.4,0.0
-557485200,11.6,24.4,0.0
-557398800,15.6,21.5,24.5
-557312400,12.7,22.2,8.4
-557226000,10.5,21.3,0.0
-557139600,9.4,21.9,0.0
-557053200,13.0,24.5,0.0
-556966800,12.3,20.8,0.0
-556880400,14.6,19.6,13.5
-556794000,14.4,23.0,31.0
-556707600,13.0,24.5,0.0
-556621200,13.2,21.4,0.0
-556534800,9.7,22.4,0.0
-556448400,13.9,24.7,0.0
-556362000,11.8,22.8,0.0
-556275600,14.7,22.5,0.0
-556189200,12.8,23.4,0.0
-556102800,18.0,27.0,0.0
-556016400,19.6,24.7,13.9
-555930000,17.5,26.2,0.2
-555843600,16.0,25.1,0.0
-555757200,15.1,22.7,7.1
-555670800,12.8,24.2,0.0
-555584400,13.8,24.3,0.2
-555498000,12.3,23.3,0.0
-555411600,14.6,19.8,15.7
-555325200,14.4,22.8,12.6
-555238800,16.0,27.1,0.0
-555152400,15.6,20.5,9.6
-555066000,16.3,23.8,0.0
-554979600,17.2,22.2,0.9
-554893200,12.9,18.8,16.8
-554806800,11.4,23.4,0.0
-554720400,17.6,20.7,3.8
-554634000,15.9,25.7,0.0
-554547600,16.9,27.9,0.0
-554461200,19.8,29.3,0.0
-554374800,15.9,21.6,12.7
-554288400,15.4,20.8,6.1
-554202000,17.6,25.0,9.5
-554115600,17.4,26.0,0.0
-554029200,17.4,28.3,0.0
-553942800,17.5,28.8,0.7
-553856400,16.8,25.8,0.1
-553770000,18.6,26.7,0.1
-553683600,16.4,19.8,25.3
-553597200,15.2,28.9,0.0
-553510800,19.8,23.8,2.3
-553424400,18.7,27.0,1.1
-553338000,20.8,24.5,1.7
-553251600,20.1,26.9,0.0
-553165200,19.1,27.1,0.2
-553078800,19.9,22.2,39.8
-552992400,18.2,30.4,71.5
-552906000,18.0,22.8,0.6
-552819600,19.2,25.1,0.2
-552733200,20.7,28.5,31.3
-552646800,20.7,28.0,14.9
-552560400,19.9,28.3,0.0
-552474000,22.8,30.0,3.0
-552387600,23.5,29.9,3.1
-552301200,20.2,27.0,24.9
-552214800,19.7,27.7,15.1
-552128400,19.4,27.6,0.1
-552042000,19.9,27.4,0.2
-551955600,18.7,23.2,20.8
-551869200,17.7,24.9,14.2
-551782800,19.8,26.2,0.0
-551696400,18.8,25.3,19.6
-551610000,20.4,24.4,10.8
-551523600,22.3,25.5,15.3
-551437200,21.7,26.0,0.9
-551350800,21.6,27.6,0.0
-551264400,23.0,25.7,26.2
-551178000,24.6,29.6,0.0
-551091600,25.3,32.7,0.0
-551005200,22.7,31.8,5.4
-550918800,21.2,26.1,23.6
-550832400,20.8,24.8,4.5
-550746000,20.6,28.8,0.0
-550659600,20.7,30.3,0.0
-550573200,21.1,30.8,0.0
-550486800,21.8,31.1,0.0
-550400400,22.2,31.5,0.0
-550314000,22.2,30.8,0.0
-550227600,21.8,30.5,0.0
-550141200,24.0,30.5,3.9
-550054800,23.1,31.7,12.9
-549968400,23.7,28.2,3.5
-549882000,22.8,29.8,0.0
-549795600,22.4,27.0,0.3
-549709200,22.7,30.5,0.0
-549622800,24.5,33.0,0.0
-549536400,26.5,33.0,0.0
-549450000,25.2,32.4,0.8
-549363600,24.1,30.6,4.8
-549277200,25.0,32.2,0.0
-549190800,23.2,29.3,22.4
-549104400,22.9,28.8,0.6
-549018000,23.0,32.8,0.0
-548931600,22.3,29.4,11.9
-548845200,21.5,30.1,8.4
-548758800,22.8,29.9,0.0
-548672400,22.0,29.2,8.5
-548586000,22.4,31.0,0.0
-548499600,23.0,32.3,0.0
-548413200,22.7,30.3,0.0
-548326800,23.2,31.0,0.0
-548240400,23.6,31.6,0.0
-548154000,25.4,33.1,0.0
-548067600,25.2,34.5,0.9
-547981200,24.4,30.6,0.0
-547894800,23.3,30.2,14.3
-547808400,22.6,28.9,0.3
-547722000,21.7,28.5,0.0
-547635600,24.5,33.9,0.0
-547549200,24.6,34.5,0.0
-547462800,24.6,34.5,0.0
-547376400,25.4,33.1,0.0
-547290000,25.2,31.0,0.0
-547203600,23.1,29.8,0.0
-547117200,23.8,32.4,0.4
-547030800,24.1,25.9,46.1
-546944400,22.3,32.9,0.0
-546858000,23.7,31.1,0.0
-546771600,23.6,33.6,0.0
-546685200,23.7,34.3,0.0
-546598800,20.4,28.8,4.9
-546512400,20.0,26.9,6.9
-546426000,21.7,24.2,7.6
-546339600,20.7,25.1,5.6
-546253200,19.8,25.8,0.7
-546166800,20.7,27.3,0.0
-546080400,21.2,33.1,0.1
-545994000,23.6,32.2,1.7
-545907600,20.2,26.0,0.0
-545821200,19.4,21.2,3.5
-545734800,20.0,23.8,8.2
-545648400,20.3,27.6,0.5
-545562000,18.9,29.2,0.0
-545475600,17.8,22.7,6.8
-545389200,16.9,19.9,20.6
-545302800,17.5,24.9,0.0
-545216400,16.5,27.2,1.8
-545130000,15.3,25.7,0.0
-545043600,16.4,26.1,0.0
-544957200,18.2,29.2,0.0
-544870800,17.5,28.8,2.6
-544784400,17.1,21.2,0.1
-544698000,17.0,24.6,10.6
-544611600,17.7,23.2,0.7
-544525200,15.3,23.0,0.0
-544438800,14.5,19.7,0.0
-544352400,10.4,22.6,0.0
-544266000,15.7,24.5,0.0
-544179600,16.4,25.3,0.0
-544093200,14.6,24.7,0.0
-544006800,14.3,21.6,0.0
-543920400,15.5,20.3,2.2
-543834000,15.7,21.0,21.8
-543747600,19.3,28.8,0.0
-543661200,19.0,25.3,0.6
-543574800,18.1,24.3,1.9
-543488400,16.5,22.0,0.9
-543402000,14.9,22.3,0.0
-543315600,15.1,22.0,0.0
-543229200,15.6,23.1,3.2
-543142800,18.7,25.7,16.8
-543056400,15.3,21.9,0.0
-542970000,11.3,22.4,0.0
-542883600,11.7,19.5,0.0
-542797200,9.8,23.0,0.0
-542710800,10.5,23.2,0.0
-542624400,13.4,25.3,0.0
-542538000,13.0,21.0,0.0
-542451600,11.1,14.9,4.1
-542365200,12.1,18.6,0.0
-542278800,10.0,18.8,0.0
-542192400,8.3,17.6,0.0
-542106000,11.4,15.0,31.5
-542019600,13.7,23.0,4.9
-541933200,11.5,16.9,2.4
-541846800,8.9,20.0,14.7
-541760400,9.0,20.7,2.3
-541674000,5.0,17.5,0.0
-541587600,5.6,17.0,0.0
-541501200,9.6,19.6,16.1
-541414800,15.8,17.8,42.6
-541328400,14.3,20.9,0.1
-541242000,8.9,14.4,0.2
-541155600,7.9,20.6,0.0
-541069200,10.1,18.8,0.0
-540982800,8.6,18.6,0.0
-540896400,7.4,18.8,0.0
-540810000,10.3,23.4,13.1
-540723600,6.2,13.5,0.0
-540637200,5.7,10.4,0.5
-540550800,6.9,13.1,1.4
-540464400,9.5,15.6,0.7
-540378000,9.6,22.8,0.0
-540291600,8.5,20.3,0.0
-540205200,7.8,16.3,0.0
-540118800,6.0,11.2,0.0
-540032400,9.9,11.9,6.5
-539946000,7.3,16.2,0.0
-539859600,8.1,14.3,0.0
-539773200,7.9,10.3,12.7
-539686800,7.0,9.8,12.3
-539600400,5.1,16.5,0.0
-539514000,4.3,15.4,0.0
-539427600,9.4,13.9,9.2
-539341200,8.4,17.6,6.7
-539254800,6.4,18.1,0.0
-539168400,6.6,15.5,0.2
-539082000,7.9,10.6,0.0
-538995600,4.0,9.8,0.0
-538909200,-0.2,14.3,0.0
-538822800,0.9,12.7,0.0
-538736400,0.4,10.8,0.0
-538650000,0.0,12.6,0.0
-538563600,-0.5,11.9,0.0
-538477200,2.2,5.2,8.6
-538390800,1.6,6.9,1.3
-538304400,0.2,13.3,0.0
-538218000,0.0,9.3,0.0
-538131600,-2.2,13.1,0.0
-538045200,1.4,11.8,0.0
-537958800,1.2,12.9,0.0
-537872400,6.0,8.6,11.4
-537786000,6.2,12.2,0.0
-537699600,4.4,15.6,0.0
-537613200,2.9,11.1,0.0
-537526800,0.4,12.3,0.0
-537440400,2.4,7.0,0.0
-537354000,-1.6,10.6,0.0
-537267600,-1.4,11.5,0.0
-537181200,-1.6,7.4,0.0
-537094800,-0.1,6.5,0.0
-537008400,0.5,6.1,0.0
-536922000,-2.8,10.3,0.0
-536835600,-1.7,11.7,0.0
-536749200,-4.2,7.8,0.0
-536662800,-1.6,8.1,0.0
-536576400,-1.5,11.3,0.0
-536490000,-0.9,14.4,0.0
-536403600,1.6,4.7,0.0
-536317200,-3.8,7.3,0.0
-536230800,-2.9,6.7,0.0
-536144400,-1.6,5.3,17.0
-536058000,0.0,10.3,0.2
-535971600,1.0,7.8,2.0
-535885200,0.5,9.0,3.9
-535798800,-2.8,8.8,0.0
-535712400,-2.2,14.7,0.0
-535626000,-1.0,15.0,0.0
-535539600,5.2,7.9,8.4
-535453200,0.9,7.0,0.0
-535366800,-2.0,8.3,0.0
-535280400,-3.3,8.5,0.0
-535194000,-3.2,11.4,0.0
-535107600,-1.9,9.8,0.0
-535021200,0.4,6.2,0.0
-534934800,-3.6,9.4,0.0
-534848400,-1.4,9.2,0.0
-534762000,-0.9,11.0,0.0
-534675600,1.2,8.2,0.0
-534589200,0.7,6.3,0.0
-534502800,-3.6,7.8,0.0
-534416400,-3.4,13.0,0.0
-534330000,1.8,8.1,0.0
-534243600,2.6,4.9,6.7
-534157200,-0.3,5.1,0.0
-534070800,-2.7,9.6,0.0
-533984400,-1.8,6.8,0.0
-533898000,-3.7,7.9,0.0
-533811600,-4.4,6.3,0.0
-533725200,-3.8,7.1,0.0
-533638800,-2.8,7.5,0.0
-533552400,-2.5,4.5,0.0
-533466000,1.1,9.9,0.0
-533379600,-0.1,9.1,0.0
-533293200,-1.0,14.5,0.0
-533206800,-2.0,8.8,0.0
-533120400,-2.8,9.1,0.0
-533034000,-4.2,11.2,0.0
-532947600,1.5,18.8,0.1
-532861200,0.4,18.4,0.0
-532774800,5.2,8.2,15.0
-532688400,1.0,5.6,4.0
-532602000,2.3,11.7,0.0
-532515600,-1.9,7.1,0.0
-532429200,-0.7,7.9,0.0
-532342800,2.7,8.0,0.0
-532256400,-2.0,9.4,0.0
-532170000,-0.9,8.6,0.0
-532083600,0.4,2.4,13.2
-531997200,-2.8,6.7,1.5
-531910800,-3.6,6.9,0.0
-531824400,-1.8,14.5,0.0
-531738000,1.8,10.9,1.8
-531651600,2.8,5.7,6.5
-531565200,-2.2,13.0,0.0
-531478800,1.6,19.5,0.0
-531392400,7.4,16.7,0.5
-531306000,8.5,11.8,7.6
-531219600,5.8,16.9,0.0
-531133200,2.7,13.8,0.0
-531046800,4.3,8.6,0.0
-530960400,2.5,12.8,0.0
-530874000,0.8,17.1,0.0
-530787600,5.4,18.3,9.7
-530701200,5.2,15.0,0.0
-530614800,3.9,15.8,0.0
-530528400,5.4,19.1,15.5
-530442000,9.3,17.0,0.1
-530355600,1.6,14.9,0.0
-530269200,5.3,12.4,0.0
-530182800,5.5,12.7,0.0
-530096400,5.7,6.8,18.0
-530010000,0.8,7.1,8.9
-529923600,-0.6,14.5,0.0
-529837200,3.0,17.8,0.0
-529750800,7.4,20.1,4.0
-529664400,12.5,17.9,0.0
-529578000,2.9,14.8,0.0
-529491600,6.6,15.0,15.3
-529405200,6.3,15.6,0.0
-529318800,9.3,11.7,15.8
-529232400,7.8,17.6,0.3
-529146000,5.5,17.0,0.0
-529059600,5.3,13.4,13.3
-528973200,4.7,7.9,27.5
-528886800,2.6,16.5,0.0
-528800400,4.8,15.8,0.0
-528714000,4.9,15.1,0.0
-528627600,7.0,12.7,1.7
-528541200,8.2,13.1,12.7
-528454800,7.2,17.6,0.5
-528368400,4.1,18.1,0.0
-528282000,5.5,15.7,0.1
-528195600,7.0,16.6,0.0
-528109200,8.6,17.1,0.0
-528022800,7.7,19.6,0.0
-527936400,11.1,18.5,0.0
-527850000,12.9,16.1,11.5
-527763600,11.3,13.0,0.1
-527677200,4.6,15.1,0.0
-527590800,5.2,16.3,0.0
-527504400,3.7,17.6,0.0
-527418000,9.1,13.4,13.1
-527331600,5.3,15.7,0.0
-527245200,5.2,17.1,0.0
-527158800,5.8,17.7,0.0
-527072400,7.5,18.5,0.0
-526986000,9.9,18.6,0.5
-526899600,7.5,18.2,0.3
-526813200,5.5,12.3,0.3
-526726800,5.2,18.9,0.0
-526640400,5.3,17.8,0.0
-526554000,8.4,23.4,0.0
-526467600,10.9,23.6,0.0
-526381200,10.9,23.9,0.0
-526294800,17.4,24.6,0.0
-526208400,18.4,22.0,8.8
-526122000,10.5,17.5,0.0
-526035600,8.5,14.9,0.0
-525949200,4.0,19.0,0.0
-525862800,7.1,19.4,0.0
-525776400,10.3,20.2,0.0
-525690000,14.0,19.0,0.7
-525603600,12.9,16.2,24.4
-525517200,13.2,18.2,34.0
-525430800,14.7,25.4,0.0
-525344400,12.6,23.8,0.0
-525258000,16.5,22.8,0.0
-525171600,17.3,22.8,3.6
-525085200,16.5,23.5,1.5
-524998800,18.5,22.8,0.1
-524912400,12.4,24.8,0.6
-524826000,11.5,27.6,0.0
-524739600,15.4,20.6,0.0
-524653200,12.8,19.3,0.6
-524566800,10.8,21.1,7.0
-524480400,13.2,23.9,0.0
-524394000,15.4,26.2,0.0
-524307600,14.3,24.1,0.0
-524221200,18.2,20.6,29.0
-524134800,16.5,23.4,42.6
-524048400,16.9,26.5,0.0
-523962000,16.4,26.7,0.0
-523875600,15.4,26.5,0.0
-523789200,16.9,24.5,3.1
-523702800,15.8,20.1,22.2
-523616400,17.1,25.9,0.0
-523530000,13.9,23.8,0.9
-523443600,16.6,20.1,10.4
-523357200,17.0,25.1,0.3
-523270800,17.9,22.9,2.7
-523184400,14.6,24.6,0.0
-523098000,17.9,24.2,5.5
-523011600,20.0,29.5,0.3
-522925200,14.8,20.7,29.4
-522838800,15.4,22.9,17.1
-522752400,16.0,30.7,0.0
-522666000,13.9,20.9,0.3
-522579600,17.0,24.8,0.0
-522493200,18.4,23.1,6.0
-522406800,15.4,24.9,0.0
-522320400,18.6,25.2,0.0
-522234000,20.6,25.9,0.2
-522147600,18.2,28.9,0.0
-522061200,17.7,28.3,0.0
-521974800,20.4,26.6,26.8
-521888400,16.4,23.9,5.5
-521802000,18.5,25.5,0.0
